ctryname,cowcode2,politycode,un_region_name,un_continent_name,ehead,leaderspellreg,democracy,regime,start_year,duration,observed
Bolivia,145,145.0,South America,Americas,Juan Torres Gonzalez,Juan Torres Gonzalez.Bolivia.1970.1970.Military Dict,Non-democracy,Military Dict,1970,1,1
Bolivia,145,145.0,South America,Americas,Hugo Banzer Suarez,Hugo Banzer Suarez.Bolivia.1971.1977.Military Dict,Non-democracy,Military Dict,1971,7,1
Bolivia,145,145.0,South America,Americas,David Padilla Arancibia,David Padilla Arancibia.Bolivia.1978.1978.Military Dict,Non-democracy,Military Dict,1978,1,1
Bolivia,145,145.0,South America,Americas,Lidia Gueiler Tejada,Lidia Gueiler Tejada.Bolivia.1979.1979.Presidential Dem,Democracy,Presidential Dem,1979,1,1
Bolivia,145,145.0,South America,Americas,Luis Garcia Meza Tejada,Luis Garcia Meza Tejada.Bolivia.1980.1980.Military Dict,Non-democracy,Military Dict,1980,1,1
Bolivia,145,145.0,South America,Americas,Celso Torrelio Villa,Celso Torrelio Villa.Bolivia.1981.1981.Military Dict,Non-democracy,Military Dict,1981,1,1
Bolivia,145,145.0,South America,Americas,Hernan Siles Zuazo,Hernan Siles Zuazo.Bolivia.1982.1984.Presidential Dem,Democracy,Presidential Dem,1982,3,1
Bolivia,145,145.0,South America,Americas,Victor Paz Estenssoro,Victor Paz Estenssoro.Bolivia.1985.1988.Presidential Dem,Democracy,Presidential Dem,1985,4,1
Bolivia,145,145.0,South America,Americas,Jaime Paz Zamoro,Jaime Paz Zamoro.Bolivia.1989.1992.Presidential Dem,Democracy,Presidential Dem,1989,4,1
Bolivia,145,145.0,South America,Americas,Gonzalo Sanchez de Lozada,Gonzalo Sanchez de Lozada.Bolivia.1993.1996.Presidential Dem,Democracy,Presidential Dem,1993,4,1
Bolivia,145,145.0,South America,Americas,Hugo Banzer Suarez,Hugo Banzer Suarez.Bolivia.1997.2000.Presidential Dem,Democracy,Presidential Dem,1997,4,1
Bolivia,145,145.0,South America,Americas,Jorge Fernando Quiroga Ramirez,Jorge Fernando Quiroga Ramirez.Bolivia.2001.2001.Presidential Dem,Democracy,Presidential Dem,2001,1,1
Bolivia,145,145.0,South America,Americas,Gonzalo Sanchez de Lozada,Gonzalo Sanchez de Lozada.Bolivia.2002.2002.Presidential Dem,Democracy,Presidential Dem,2002,1,1
Bolivia,145,145.0,South America,Americas,Carlos Diego Mesa Gisbert,Carlos Diego Mesa Gisbert.Bolivia.2003.2004.Presidential Dem,Democracy,Presidential Dem,2003,2,1
Bolivia,145,145.0,South America,Americas,Eduardo Rodrï¿½guez Veltzï¿½,Eduardo Rodrï¿½guez Veltzï¿½.Bolivia.2005.2005.Presidential Dem,Democracy,Presidential Dem,2005,1,1
Bolivia,145,145.0,South America,Americas,Juan Evo Morales Ayma,Juan Evo Morales Ayma.Bolivia.2006.2008.Presidential Dem,Democracy,Presidential Dem,2006,3,0
Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Alija Izetbegovic,Alija Izetbegovic.Bosnia and Herzegovina.1991.1997.Civilian Dict,Non-democracy,Civilian Dict,1991,7,1
Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Zivko Radisic,Zivko Radisic.Bosnia and Herzegovina.1998.1998.Civilian Dict,Non-democracy,Civilian Dict,1998,1,1
Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Ante Jelavic,Ante Jelavic.Bosnia and Herzegovina.1999.1999.Civilian Dict,Non-democracy,Civilian Dict,1999,1,1
Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Zivko Radisic,Zivko Radisic.Bosnia and Herzegovina.2000.2000.Civilian Dict,Non-democracy,Civilian Dict,2000,1,1
Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Jozo Krizanovic,Jozo Krizanovic.Bosnia and Herzegovina.2001.2001.Civilian Dict,Non-democracy,Civilian Dict,2001,1,1
Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Mirko Sarovic,Mirko Sarovic.Bosnia and Herzegovina.2002.2002.Civilian Dict,Non-democracy,Civilian Dict,2002,1,1
Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Dragan Kovic,Dragan Kovic.Bosnia and Herzegovina.2003.2003.Civilian Dict,Non-democracy,Civilian Dict,2003,1,1
Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Borislav Paravac,Borislav Paravac.Bosnia and Herzegovina.2004.2004.Civilian Dict,Non-democracy,Civilian Dict,2004,1,1
Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Ivo Miro Jovic,Ivo Miro Jovic.Bosnia and Herzegovina.2005.2005.Civilian Dict,Non-democracy,Civilian Dict,2005,1,1
Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Nebojsa Radmanovic,Nebojsa Radmanovic.Bosnia and Herzegovina.2006.2006.Civilian Dict,Non-democracy,Civilian Dict,2006,1,1
Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Zeljko Komsic,Zeljko Komsic.Bosnia and Herzegovina.2007.2007.Civilian Dict,Non-democracy,Civilian Dict,2007,1,1
Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Nebojsa Radmanovic,Nebojsa Radmanovic.Bosnia and Herzegovina.2008.2008.Civilian Dict,Non-democracy,Civilian Dict,2008,1,0
Botswana,571,571.0,Southern Africa,Africa,Seretse Khama,Seretse Khama.Botswana.1966.1979.Civilian Dict,Non-democracy,Civilian Dict,1966,14,0
Botswana,571,571.0,Southern Africa,Africa,Quett Masire,Quett Masire.Botswana.1980.1997.Civilian Dict,Non-democracy,Civilian Dict,1980,18,1
Botswana,571,571.0,Southern Africa,Africa,Festus Mogae,Festus Mogae.Botswana.1998.2007.Civilian Dict,Non-democracy,Civilian Dict,1998,10,1
Botswana,571,571.0,Southern Africa,Africa,Seretse Khama Ian Khama,Seretse Khama Ian Khama.Botswana.2008.2008.Military Dict,Non-democracy,Military Dict,2008,1,0
Brazil,140,140.0,South America,Americas,Eurico Dutra,Eurico Dutra.Brazil.1946.1950.Presidential Dem,Democracy,Presidential Dem,1946,5,1
Brazil,140,140.0,South America,Americas,Getulio Vargas,Getulio Vargas.Brazil.1951.1953.Presidential Dem,Democracy,Presidential Dem,1951,3,0
Brazil,140,140.0,South America,Americas,Joao Cafe,Joao Cafe.Brazil.1954.1954.Presidential Dem,Democracy,Presidential Dem,1954,1,1
Brazil,140,140.0,South America,Americas,Nereu Ramos,Nereu Ramos.Brazil.1955.1955.Presidential Dem,Democracy,Presidential Dem,1955,1,1
Brazil,140,140.0,South America,Americas,Juscelino Kubitschek,Juscelino Kubitschek.Brazil.1956.1960.Presidential Dem,Democracy,Presidential Dem,1956,5,1
Brazil,140,140.0,South America,Americas,Tancredo de Almeida Neves,Tancredo de Almeida Neves.Brazil.1961.1961.Mixed Dem,Democracy,Mixed Dem,1961,1,1
Brazil,140,140.0,South America,Americas,Hermes Lima,Hermes Lima.Brazil.1962.1962.Mixed Dem,Democracy,Mixed Dem,1962,1,1
Brazil,140,140.0,South America,Americas,Joao Belchior Marques Goulart,Joao Belchior Marques Goulart.Brazil.1963.1963.Presidential Dem,Democracy,Presidential Dem,1963,1,1
Brazil,140,140.0,South America,Americas,Humberto de Alencar Castello Branco,Humberto de Alencar Castello Branco.Brazil.1964.1966.Military Dict,Non-democracy,Military Dict,1964,3,1
Brazil,140,140.0,South America,Americas,Artur da Costa e Silva,Artur da Costa e Silva.Brazil.1967.1968.Military Dict,Non-democracy,Military Dict,1967,2,1
Brazil,140,140.0,South America,Americas,Emilio Medici,Emilio Medici.Brazil.1969.1973.Military Dict,Non-democracy,Military Dict,1969,5,1
Brazil,140,140.0,South America,Americas,Ernesto Geisel,Ernesto Geisel.Brazil.1974.1978.Military Dict,Non-democracy,Military Dict,1974,5,1
Brazil,140,140.0,South America,Americas,Joao Figueiredo,Joao Figueiredo.Brazil.1979.1984.Military Dict,Non-democracy,Military Dict,1979,6,1
Brazil,140,140.0,South America,Americas,Jose Sarney,Jose Sarney.Brazil.1985.1989.Presidential Dem,Democracy,Presidential Dem,1985,5,1
Brazil,140,140.0,South America,Americas,Fernando Collor de Mello,Fernando Collor de Mello.Brazil.1990.1991.Presidential Dem,Democracy,Presidential Dem,1990,2,1
Brazil,140,140.0,South America,Americas,Itamar Franco,Itamar Franco.Brazil.1992.1994.Presidential Dem,Democracy,Presidential Dem,1992,3,1
Brazil,140,140.0,South America,Americas,Fernando Henrique Cardoso,Fernando Henrique Cardoso.Brazil.1995.2002.Presidential Dem,Democracy,Presidential Dem,1995,8,1
Brazil,140,140.0,South America,Americas,Luiz Inï¿½cio Lula da Silva,Luiz Inï¿½cio Lula da Silva.Brazil.2003.2008.Presidential Dem,Democracy,Presidential Dem,2003,6,0
Brunei Darussalam,835,835.0,South-Eastern Asia,Asia,Hassanal Bolkiah,Hassanal Bolkiah.Brunei Darussalam.1984.2008.Monarchy,Non-democracy,Monarchy,1984,25,0
Bulgaria,355,355.0,Eastern Europe,Europe,Georgi Dimitrov,Georgi Dimitrov.Bulgaria.1946.1948.Civilian Dict,Non-democracy,Civilian Dict,1946,3,0
Bulgaria,355,355.0,Eastern Europe,Europe,Vasil Petrov Kolarov,Vasil Petrov Kolarov.Bulgaria.1949.1949.Civilian Dict,Non-democracy,Civilian Dict,1949,1,0
Bulgaria,355,355.0,Eastern Europe,Europe,Vulko Chervenkov,Vulko Chervenkov.Bulgaria.1950.1953.Civilian Dict,Non-democracy,Civilian Dict,1950,4,1
Bulgaria,355,355.0,Eastern Europe,Europe,Todor Zhivkov,Todor Zhivkov.Bulgaria.1954.1988.Civilian Dict,Non-democracy,Civilian Dict,1954,35,1
Bulgaria,355,355.0,Eastern Europe,Europe,Peter Mladenov,Peter Mladenov.Bulgaria.1989.1989.Civilian Dict,Non-democracy,Civilian Dict,1989,1,1
Bulgaria,355,355.0,Eastern Europe,Europe,Dimitur Popov,Dimitur Popov.Bulgaria.1990.1990.Mixed Dem,Democracy,Mixed Dem,1990,1,1
Bulgaria,355,355.0,Eastern Europe,Europe,Filip Dimitrov,Filip Dimitrov.Bulgaria.1991.1991.Mixed Dem,Democracy,Mixed Dem,1991,1,1
Bulgaria,355,355.0,Eastern Europe,Europe,Lyuben Berov,Lyuben Berov.Bulgaria.1992.1993.Mixed Dem,Democracy,Mixed Dem,1992,2,1
Bulgaria,355,355.0,Eastern Europe,Europe,Reneta Indzhova,Reneta Indzhova.Bulgaria.1994.1994.Mixed Dem,Democracy,Mixed Dem,1994,1,1
Bulgaria,355,355.0,Eastern Europe,Europe,Zhan Videnov,Zhan Videnov.Bulgaria.1995.1996.Mixed Dem,Democracy,Mixed Dem,1995,2,1
Bulgaria,355,355.0,Eastern Europe,Europe,Ivan Kostov,Ivan Kostov.Bulgaria.1997.2000.Mixed Dem,Democracy,Mixed Dem,1997,4,1
Bulgaria,355,355.0,Eastern Europe,Europe,Simeon Borisov Sakskoburggotski,Simeon Borisov Sakskoburggotski.Bulgaria.2001.2004.Mixed Dem,Democracy,Mixed Dem,2001,4,1
Bulgaria,355,355.0,Eastern Europe,Europe,Sergey Dimitrievich Stanishev,Sergey Dimitrievich Stanishev.Bulgaria.2005.2008.Mixed Dem,Democracy,Mixed Dem,2005,4,0
Burkina Faso,439,439.0,Western Africa,Africa,Maurice Yameogo,Maurice Yameogo.Burkina Faso.1960.1965.Civilian Dict,Non-democracy,Civilian Dict,1960,6,1
Burkina Faso,439,439.0,Western Africa,Africa,Sangoule Lamizana,Sangoule Lamizana.Burkina Faso.1966.1979.Military Dict,Non-democracy,Military Dict,1966,14,1
Burkina Faso,439,439.0,Western Africa,Africa,Saye Zerbo,Saye Zerbo.Burkina Faso.1980.1981.Military Dict,Non-democracy,Military Dict,1980,2,1
Burkina Faso,439,439.0,Western Africa,Africa,Jean-Baptiste Ouedraogo,Jean-Baptiste Ouedraogo.Burkina Faso.1982.1982.Military Dict,Non-democracy,Military Dict,1982,1,1
Burkina Faso,439,439.0,Western Africa,Africa,Thomas Sankara,Thomas Sankara.Burkina Faso.1983.1986.Military Dict,Non-democracy,Military Dict,1983,4,0
Burkina Faso,439,439.0,Western Africa,Africa,Blaise Compaor,Blaise Compaor.Burkina Faso.1987.2008.Military Dict,Non-democracy,Military Dict,1987,22,0
Burundi,516,516.0,Eastern Africa,Africa,Mwambutsa IV,Mwambutsa IV.Burundi.1962.1965.Monarchy,Non-democracy,Monarchy,1962,4,1
Burundi,516,516.0,Eastern Africa,Africa,Michel Micombero,Michel Micombero.Burundi.1966.1975.Military Dict,Non-democracy,Military Dict,1966,10,1
Burundi,516,516.0,Eastern Africa,Africa,Jean-Baptiste Bagaza,Jean-Baptiste Bagaza.Burundi.1976.1986.Military Dict,Non-democracy,Military Dict,1976,11,1
Burundi,516,516.0,Eastern Africa,Africa,Pierre Buyoya,Pierre Buyoya.Burundi.1987.1992.Military Dict,Non-democracy,Military Dict,1987,6,1
Burundi,516,516.0,Eastern Africa,Africa,Sylvie Kinigi,Sylvie Kinigi.Burundi.1993.1993.Presidential Dem,Democracy,Presidential Dem,1993,1,1
Burundi,516,516.0,Eastern Africa,Africa,Sylvestre Ntibantunganya,Sylvestre Ntibantunganya.Burundi.1994.1995.Presidential Dem,Democracy,Presidential Dem,1994,2,1
Burundi,516,516.0,Eastern Africa,Africa,Pierre Buyoya,Pierre Buyoya.Burundi.1996.2002.Military Dict,Non-democracy,Military Dict,1996,7,1
Burundi,516,516.0,Eastern Africa,Africa,Domitien Ndayizeye,Domitien Ndayizeye.Burundi.2003.2004.Civilian Dict,Non-democracy,Civilian Dict,2003,2,1
Burundi,516,516.0,Eastern Africa,Africa,Pierre Nkurunziza,Pierre Nkurunziza.Burundi.2005.2008.Presidential Dem,Democracy,Presidential Dem,2005,4,0
Cambodia,811,811.0,South-Eastern Asia,Asia,Norodom Sihanouk,Norodom Sihanouk.Cambodia.1953.1954.Monarchy,Non-democracy,Monarchy,1953,2,1
Cambodia,811,811.0,South-Eastern Asia,Asia,Norodom Sihanouk,Norodom Sihanouk.Cambodia.1955.1965.Civilian Dict,Non-democracy,Civilian Dict,1955,11,1
Cambodia,811,811.0,South-Eastern Asia,Asia,Lon Nol,Lon Nol.Cambodia.1966.1966.Military Dict,Non-democracy,Military Dict,1966,1,1
Cambodia,811,811.0,South-Eastern Asia,Asia,Norodom Sihanouk,Norodom Sihanouk.Cambodia.1967.1968.Civilian Dict,Non-democracy,Civilian Dict,1967,2,1
Cambodia,811,811.0,South-Eastern Asia,Asia,Lon Nol,Lon Nol.Cambodia.1969.1974.Military Dict,Non-democracy,Military Dict,1969,6,1
Cambodia,811,811.0,South-Eastern Asia,Asia,Norodom Sihanouk,Norodom Sihanouk.Cambodia.1975.1975.Civilian Dict,Non-democracy,Civilian Dict,1975,1,1
Cambodia,811,811.0,South-Eastern Asia,Asia,Pol Pot,Pol Pot.Cambodia.1976.1978.Civilian Dict,Non-democracy,Civilian Dict,1976,3,1
Cambodia,811,811.0,South-Eastern Asia,Asia,Heng Samrin,Heng Samrin.Cambodia.1979.1990.Military Dict,Non-democracy,Military Dict,1979,12,1
Cambodia,811,811.0,South-Eastern Asia,Asia,Norodom Sihanouk,Norodom Sihanouk.Cambodia.1991.1992.Civilian Dict,Non-democracy,Civilian Dict,1991,2,1
Cambodia,811,811.0,South-Eastern Asia,Asia,Hun Sen + Ranariddh,Hun Sen + Ranariddh.Cambodia.1993.1996.Civilian Dict,Non-democracy,Civilian Dict,1993,4,1
Cambodia,811,811.0,South-Eastern Asia,Asia,Hun Sen,Hun Sen.Cambodia.1997.2008.Civilian Dict,Non-democracy,Civilian Dict,1997,12,0
Cameroon,471,471.0,Middle Africa,Africa,Ahmadou Ahidjo,Ahmadou Ahidjo.Cameroon.1960.1981.Civilian Dict,Non-democracy,Civilian Dict,1960,22,1
Cameroon,471,471.0,Middle Africa,Africa,Paul Biya,Paul Biya.Cameroon.1982.2008.Civilian Dict,Non-democracy,Civilian Dict,1982,27,0
Canada,20,20.0,Northern America,Americas,W. MacKenzie King,W. MacKenzie King.Canada.1946.1947.Parliamentary Dem,Democracy,Parliamentary Dem,1946,2,1
Canada,20,20.0,Northern America,Americas,Louis Saint Laurent,Louis Saint Laurent.Canada.1948.1956.Parliamentary Dem,Democracy,Parliamentary Dem,1948,9,1
Canada,20,20.0,Northern America,Americas,John Diefenbaker,John Diefenbaker.Canada.1957.1962.Parliamentary Dem,Democracy,Parliamentary Dem,1957,6,1
Canada,20,20.0,Northern America,Americas,Lester Pearson,Lester Pearson.Canada.1963.1967.Parliamentary Dem,Democracy,Parliamentary Dem,1963,5,1
Canada,20,20.0,Northern America,Americas,Pierre Elliott Trudeau,Pierre Elliott Trudeau.Canada.1968.1978.Parliamentary Dem,Democracy,Parliamentary Dem,1968,11,1
Canada,20,20.0,Northern America,Americas,Joe Clark,Joe Clark.Canada.1979.1979.Parliamentary Dem,Democracy,Parliamentary Dem,1979,1,1
Canada,20,20.0,Northern America,Americas,Pierre Elliott Trudeau,Pierre Elliott Trudeau.Canada.1980.1983.Parliamentary Dem,Democracy,Parliamentary Dem,1980,4,1
Canada,20,20.0,Northern America,Americas,Brian Mulroney,Brian Mulroney.Canada.1984.1992.Parliamentary Dem,Democracy,Parliamentary Dem,1984,9,1
Canada,20,20.0,Northern America,Americas,Jean Chretien,Jean Chretien.Canada.1993.2002.Parliamentary Dem,Democracy,Parliamentary Dem,1993,10,1
Canada,20,20.0,Northern America,Americas,"Paul Joseph Martin, Jr.","Paul Joseph Martin, Jr..Canada.2003.2005.Parliamentary Dem",Democracy,Parliamentary Dem,2003,3,1
Canada,20,20.0,Northern America,Americas,Stephen Joseph Harper,Stephen Joseph Harper.Canada.2006.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2006,3,0
Cape Verde,402,402.0,Western Africa,Africa,Aristides Pereira,Aristides Pereira.Cape Verde.1975.1989.Civilian Dict,Non-democracy,Civilian Dict,1975,15,1
Cape Verde,402,402.0,Western Africa,Africa,Aristides Pereira,Aristides Pereira.Cape Verde.1990.1990.Mixed Dem,Democracy,Mixed Dem,1990,1,1
Cape Verde,402,402.0,Western Africa,Africa,Carlos Veiga,Carlos Veiga.Cape Verde.1991.1999.Mixed Dem,Democracy,Mixed Dem,1991,9,1
Cape Verde,402,402.0,Western Africa,Africa,Antonio Gualberto do Rosario,Antonio Gualberto do Rosario.Cape Verde.2000.2000.Mixed Dem,Democracy,Mixed Dem,2000,1,1
Cape Verde,402,402.0,Western Africa,Africa,Jose Neves,Jose Neves.Cape Verde.2001.2008.Mixed Dem,Democracy,Mixed Dem,2001,8,0
Central African Republic,482,482.0,Middle Africa,Africa,David Dacko,David Dacko.Central African Republic.1960.1965.Civilian Dict,Non-democracy,Civilian Dict,1960,6,1
Central African Republic,482,482.0,Middle Africa,Africa,Jean-Bedel Bokassa,Jean-Bedel Bokassa.Central African Republic.1966.1978.Military Dict,Non-democracy,Military Dict,1966,13,1
Central African Republic,482,482.0,Middle Africa,Africa,David Dacko,David Dacko.Central African Republic.1979.1980.Civilian Dict,Non-democracy,Civilian Dict,1979,2,1
Central African Republic,482,482.0,Middle Africa,Africa,Andre Kolingba,Andre Kolingba.Central African Republic.1981.1992.Military Dict,Non-democracy,Military Dict,1981,12,1
Central African Republic,482,482.0,Middle Africa,Africa,Jean-Luc Mandaba,Jean-Luc Mandaba.Central African Republic.1993.1994.Mixed Dem,Democracy,Mixed Dem,1993,2,1
Central African Republic,482,482.0,Middle Africa,Africa,Gabriel Koyambounou,Gabriel Koyambounou.Central African Republic.1995.1995.Mixed Dem,Democracy,Mixed Dem,1995,1,1
Central African Republic,482,482.0,Middle Africa,Africa,Jean-Paul Ngoupande,Jean-Paul Ngoupande.Central African Republic.1996.1996.Mixed Dem,Democracy,Mixed Dem,1996,1,1
Central African Republic,482,482.0,Middle Africa,Africa,Michel Gbezera-Bria,Michel Gbezera-Bria.Central African Republic.1997.1998.Mixed Dem,Democracy,Mixed Dem,1997,2,1
Central African Republic,482,482.0,Middle Africa,Africa,Anicet Georges Dologuele,Anicet Georges Dologuele.Central African Republic.1999.2000.Mixed Dem,Democracy,Mixed Dem,1999,2,1
Central African Republic,482,482.0,Middle Africa,Africa,Martin Ziguele,Martin Ziguele.Central African Republic.2001.2002.Mixed Dem,Democracy,Mixed Dem,2001,2,1
Central African Republic,482,482.0,Middle Africa,Africa,Franï¿½ois Bozizï¿½,Franï¿½ois Bozizï¿½.Central African Republic.2003.2008.Military Dict,Non-democracy,Military Dict,2003,6,0
Chad,483,483.0,Middle Africa,Africa,Ngarta Tombolbaye,Ngarta Tombolbaye.Chad.1960.1974.Civilian Dict,Non-democracy,Civilian Dict,1960,15,0
Chad,483,483.0,Middle Africa,Africa,Felix Malloum,Felix Malloum.Chad.1975.1978.Military Dict,Non-democracy,Military Dict,1975,4,1
Chad,483,483.0,Middle Africa,Africa,Goukouni Ouedei,Goukouni Ouedei.Chad.1979.1981.Civilian Dict,Non-democracy,Civilian Dict,1979,3,1
Chad,483,483.0,Middle Africa,Africa,Hissene Habre,Hissene Habre.Chad.1982.1989.Civilian Dict,Non-democracy,Civilian Dict,1982,8,1
Chad,483,483.0,Middle Africa,Africa,Idriss Deby,Idriss Deby.Chad.1990.2008.Military Dict,Non-democracy,Military Dict,1990,19,0
Chile,155,155.0,South America,Americas,Gabriel Gonzalez Videla,Gabriel Gonzalez Videla.Chile.1946.1951.Presidential Dem,Democracy,Presidential Dem,1946,6,1
Chile,155,155.0,South America,Americas,Carlos Ibanez del Campo,Carlos Ibanez del Campo.Chile.1952.1957.Presidential Dem,Democracy,Presidential Dem,1952,6,1
Chile,155,155.0,South America,Americas,Jorge Alessandri Rodriguez,Jorge Alessandri Rodriguez.Chile.1958.1963.Presidential Dem,Democracy,Presidential Dem,1958,6,1
Chile,155,155.0,South America,Americas,Eduardo Frei Montalva,Eduardo Frei Montalva.Chile.1964.1969.Presidential Dem,Democracy,Presidential Dem,1964,6,1
Chile,155,155.0,South America,Americas,Salvador Allende Gossens,Salvador Allende Gossens.Chile.1970.1972.Presidential Dem,Democracy,Presidential Dem,1970,3,0
Chile,155,155.0,South America,Americas,Augusto Pinochet Ugarte,Augusto Pinochet Ugarte.Chile.1973.1989.Military Dict,Non-democracy,Military Dict,1973,17,1
Chile,155,155.0,South America,Americas,Patricio Aylwin Azacar,Patricio Aylwin Azacar.Chile.1990.1993.Presidential Dem,Democracy,Presidential Dem,1990,4,1
Chile,155,155.0,South America,Americas,Eduardo Frei Ruiz-Tagle,Eduardo Frei Ruiz-Tagle.Chile.1994.1999.Presidential Dem,Democracy,Presidential Dem,1994,6,1
Chile,155,155.0,South America,Americas,Ricardo Froilan Lagos Escobar,Ricardo Froilan Lagos Escobar.Chile.2000.2005.Presidential Dem,Democracy,Presidential Dem,2000,6,1
Chile,155,155.0,South America,Americas,Verï¿½nica Michelle Bachelet Jeria,Verï¿½nica Michelle Bachelet Jeria.Chile.2006.2008.Presidential Dem,Democracy,Presidential Dem,2006,3,0
China,710,710.0,Eastern Asia,Asia,Chiang Kai-Shek,Chiang Kai-Shek.China.1946.1948.Military Dict,Non-democracy,Military Dict,1946,3,1
China,710,710.0,Eastern Asia,Asia,Mao Zedong,Mao Zedong.China.1949.1975.Civilian Dict,Non-democracy,Civilian Dict,1949,27,0
China,710,710.0,Eastern Asia,Asia,Hua Guofeng,Hua Guofeng.China.1976.1977.Civilian Dict,Non-democracy,Civilian Dict,1976,2,1
China,710,710.0,Eastern Asia,Asia,Deng Xiaoping,Deng Xiaoping.China.1978.1996.Civilian Dict,Non-democracy,Civilian Dict,1978,19,0
