       id        heduc   heblack   mixed     years   div  
    2757    < 12 years        No      No    54.749    No  
    2760   12-15 years        No      No   11.5425   Yes  
    2762    < 12 years        No      No     3.817    No  
    2764    < 12 years        No      No   28.8025   Yes  
    2767     16+ years       Yes      No    20.756    No  
    2772     16+ years        No      No    27.937    No  
    2775   12-15 years        No      No     20.55    No  
    2779   12-15 years        No      No    8.8435   Yes  
    2785   12-15 years        No      No    3.4195   Yes  
    2787   12-15 years        No      No    2.1685   Yes  
    2795    < 12 years        No      No     3.639    No  
    2801   12-15 years        No      No     8.523    No  
    2804     16+ years        No      No    31.477   Yes  
    2811   12-15 years        No      No    19.833   Yes  
    2817   12-15 years        No      No    1.8315   Yes  
    2827   12-15 years        No      No     5.166   Yes  
    2829    < 12 years        No      No     1.199   Yes  
    2834    < 12 years        No      No     1.336   Yes  
    2838    < 12 years        No      No    22.322    No  
    2842   12-15 years        No      No    42.604    No  
    2849    < 12 years        No      No    31.138    No  
    2854    < 12 years        No      No     7.496    No  
    2858    < 12 years        No      No    54.338    No  
    2861    < 12 years        No      No    54.001    No  
    2863     16+ years        No      No    13.585    No  
    2873    < 12 years        No      No    37.823    No  
    2877   12-15 years       Yes      No    24.994    No  
    2879   12-15 years        No      No     39.05    No  
    2880   12-15 years        No      No     1.999    No  
    2882   12-15 years        No      No     1.002    No  
    2893    < 12 years        No      No    14.771    No  
    2903    < 12 years        No      No     1.673   Yes  
    2904     16+ years        No      No    13.916    No  
    2907     16+ years        No      No     8.991    No  
    2910    < 12 years        No      No    10.245   Yes  
    2913    < 12 years        No      No    15.915   Yes  
    2915    < 12 years        No      No    41.999    No  
    2918    < 12 years        No      No    41.999    No  
    2927   12-15 years        No      No    40.903    No  
    2937   12-15 years        No      No     5.818    No  
    2938   12-15 years        No      No     5.999    No  
    2941   12-15 years        No      No    10.664   Yes  
    2943   12-15 years        No      No    11.502   Yes  
    2944     16+ years        No      No    41.173    No  
    2947   12-15 years        No      No    17.889    No  
    2950   12-15 years        No      No    25.221    No  
    2953   12-15 years        No      No    22.782    No  
    2955   12-15 years        No      No    40.107    No  
    2959     16+ years        No      No    11.693    No  
    2964     16+ years        No      No     4.323    No  
    2966     16+ years        No      No     3.995    No  
    2967     16+ years        No      No     6.062    No  
    2968     16+ years        No      No    10.116    No  
    2970     16+ years        No      No     1.588   Yes  
    2976     16+ years        No      No     7.064    No  
    2979   12-15 years        No      No    23.496    No  
    2983   12-15 years        No      No    20.523   Yes  
    2985    < 12 years        No      No     44.58    No  
    2987    < 12 years        No      No     31.42    No  
    2990    < 12 years        No      No     31.42    No  
    2996   12-15 years        No      No    7.0445   Yes  
    2998    < 12 years        No      No    31.441    No  
    2999   12-15 years        No      No     6.111    No  
    3002   12-15 years        No      No    24.646    No  
    3005    < 12 years        No      No    27.918   Yes  
    3009   12-15 years        No      No    12.178   Yes  
    3018   12-15 years        No      No     2.897    No  
    3019    < 12 years        No      No     1.084   Yes  
    3026   12-15 years        No      No    2.5875   Yes  
    3038     16+ years        No      No     9.922    No  
    3040   12-15 years        No      No    18.998    No  
    3044   12-15 years        No      No    17.706    No  
    3052   12-15 years        No      No     2.867    No  
    3059    < 12 years       Yes      No    41.848    No  
    3062    < 12 years       Yes      No    41.848    No  
    3067    < 12 years       Yes      No     6.834   Yes  
    3074    < 12 years       Yes      No     7.504    No  
    3082   12-15 years        No      No    19.759   Yes  
    3084   12-15 years        No      No     6.694    No  
    3085    < 12 years        No      No     3.636    No  
    3089    < 12 years        No      No    50.007    No  
    3091    < 12 years        No      No    44.235    No  
    3093    < 12 years        No      No    29.246    No  
    3102    < 12 years        No      No     8.572    No  
    3103   12-15 years        No      No      7.51    No  
    3106    < 12 years        No      No    52.578    No  
    3110    < 12 years        No      No    23.411    No  
    3112   12-15 years        No      No     4.706    No  
    3114   12-15 years        No      No    16.016    No  
    3119   12-15 years        No      No    14.842    No  
    3123     16+ years        No      No    18.349    No  
    3131     16+ years        No      No    18.349    No  
    3134   12-15 years        No      No    30.998    No  
    3136    < 12 years        No      No     2.428    No  
    3144   12-15 years        No      No     8.085   Yes  
    3151    < 12 years        No      No     5.708    No  
    3154     16+ years        No      No     9.752    No  
    3158   12-15 years        No      No    19.414   Yes  
    3164   12-15 years        No      No     7.504    No  
    3165   12-15 years        No      No    21.741    No  
    3167   12-15 years        No      No    45.867    No  
    3173   12-15 years        No      No    15.784    No  
    3180   12-15 years        No      No    18.664    No  
    3181    < 12 years        No      No     1.697    No  
    3184     16+ years        No      No    21.903    No  
